filename,line_num,date,v0,v1,log_msg
feature_pyramid.cc,55,1900-10-08 23:43:28.841976,0,7700,Found 0 invalid patches (7700 valid)
feature_pyramid.cc,55,1900-10-08 23:43:32.103699,33,7667,Found 33 invalid patches (7667 valid)
feature_pyramid.cc,55,1900-10-08 23:43:35.896816,115,7585,Found 115 invalid patches (7585 valid)
feature_pyramid.cc,55,1900-10-08 23:43:38.569085,0,7700,Found 0 invalid patches (7700 valid)
feature_pyramid.cc,55,1900-10-08 23:43:42.841797,852,6848,Found 852 invalid patches (6848 valid)
feature_pyramid.cc,55,1900-10-08 23:43:46.825650,25,7675,Found 25 invalid patches (7675 valid)
feature_pyramid.cc,55,1900-10-08 23:43:50.075350,2964,4736,Found 2964 invalid patches (4736 valid)
feature_pyramid.cc,55,1900-10-08 23:43:52.567881,737,6963,Found 737 invalid patches (6963 valid)
feature_pyramid.cc,55,1900-10-08 23:43:54.972678,54,7646,Found 54 invalid patches (7646 valid)
feature_pyramid.cc,55,1900-10-08 23:43:57.613584,115,7585,Found 115 invalid patches (7585 valid)
feature_pyramid.cc,55,1900-10-08 23:44:00.949436,6404,1296,Found 6404 invalid patches (1296 valid)
feature_pyramid.cc,55,1900-10-08 23:44:03.443558,0,7700,Found 0 invalid patches (7700 valid)
feature_pyramid.cc,55,1900-10-08 23:44:07.651703,1121,6579,Found 1121 invalid patches (6579 valid)
feature_pyramid.cc,55,1900-10-08 23:44:10.605955,0,7700,Found 0 invalid patches (7700 valid)
feature_pyramid.cc,55,1900-10-08 23:44:15.152218,48,7652,Found 48 invalid patches (7652 valid)
feature_pyramid.cc,55,1900-10-08 23:44:49.965497,6433,1267,Found 6433 invalid patches (1267 valid)
feature_pyramid.cc,55,1900-10-08 23:44:52.450681,3195,4505,Found 3195 invalid patches (4505 valid)
feature_pyramid.cc,55,1900-10-08 23:44:55.157008,0,7700,Found 0 invalid patches (7700 valid)
feature_pyramid.cc,55,1900-10-08 23:44:59.720422,133,7567,Found 133 invalid patches (7567 valid)
feature_pyramid.cc,55,1900-10-08 23:45:02.778993,702,6998,Found 702 invalid patches (6998 valid)
feature_pyramid.cc,55,1900-10-08 23:45:05.785713,0,7700,Found 0 invalid patches (7700 valid)
feature_pyramid.cc,55,1900-10-08 23:45:09.683979,55,7645,Found 55 invalid patches (7645 valid)
feature_pyramid.cc,55,1900-10-08 23:45:13.554685,7069,631,Found 7069 invalid patches (631 valid)
feature_pyramid.cc,55,1900-10-08 23:45:15.018810,21,7679,Found 21 invalid patches (7679 valid)
feature_pyramid.cc,55,1900-10-08 23:45:18.412600,60,7640,Found 60 invalid patches (7640 valid)
feature_pyramid.cc,55,1900-10-08 23:45:21.236798,11,7689,Found 11 invalid patches (7689 valid)
feature_pyramid.cc,55,1900-10-08 23:45:23.830500,7638,62,Found 7638 invalid patches (62 valid)
feature_pyramid.cc,55,1900-10-08 23:45:26.310259,102,7598,Found 102 invalid patches (7598 valid)
feature_pyramid.cc,55,1900-10-08 23:45:32.337064,4630,3070,Found 4630 invalid patches (3070 valid)
feature_pyramid.cc,55,1900-10-08 23:45:35.069411,705,6995,Found 705 invalid patches (6995 valid)
feature_pyramid.cc,55,1900-10-08 23:45:39.169252,3156,4544,Found 3156 invalid patches (4544 valid)
feature_pyramid.cc,55,1900-10-08 23:45:42.658735,2974,4726,Found 2974 invalid patches (4726 valid)
feature_pyramid.cc,55,1900-10-08 23:45:48.955502,345,7355,Found 345 invalid patches (7355 valid)
feature_pyramid.cc,55,1900-10-08 23:45:53.062916,7700,0,Found 7700 invalid patches (0 valid)
feature_pyramid.cc,55,1900-10-08 23:45:54.503057,1266,6434,Found 1266 invalid patches (6434 valid)
feature_pyramid.cc,55,1900-10-08 23:45:57.547219,1038,6662,Found 1038 invalid patches (6662 valid)
feature_pyramid.cc,55,1900-10-08 23:46:00.149880,0,7700,Found 0 invalid patches (7700 valid)
feature_pyramid.cc,55,1900-10-08 23:46:04.513181,37,7663,Found 37 invalid patches (7663 valid)
feature_pyramid.cc,55,1900-10-08 23:46:08.934356,707,6993,Found 707 invalid patches (6993 valid)
feature_pyramid.cc,55,1900-10-08 23:46:28.433467,1362,6338,Found 1362 invalid patches (6338 valid)
feature_pyramid.cc,55,1900-10-08 23:46:32.772696,666,7034,Found 666 invalid patches (7034 valid)
feature_pyramid.cc,55,1900-10-08 23:46:35.389731,61,7639,Found 61 invalid patches (7639 valid)
feature_pyramid.cc,55,1900-10-08 23:46:38.844544,342,7358,Found 342 invalid patches (7358 valid)
feature_pyramid.cc,55,1900-10-08 23:46:42.980592,822,6878,Found 822 invalid patches (6878 valid)
feature_pyramid.cc,55,1900-10-08 23:46:45.664188,0,7700,Found 0 invalid patches (7700 valid)
feature_pyramid.cc,55,1900-10-08 23:46:49.951938,0,7700,Found 0 invalid patches (7700 valid)
feature_pyramid.cc,55,1900-10-08 23:46:53.354857,111,7589,Found 111 invalid patches (7589 valid)
feature_pyramid.cc,55,1900-10-08 23:46:56.607662,2689,5011,Found 2689 invalid patches (5011 valid)
feature_pyramid.cc,55,1900-10-08 23:47:00.230187,783,6917,Found 783 invalid patches (6917 valid)
feature_pyramid.cc,55,1900-10-08 23:47:04.325184,5347,2353,Found 5347 invalid patches (2353 valid)
feature_pyramid.cc,55,1900-10-08 23:47:05.913864,2452,5248,Found 2452 invalid patches (5248 valid)
feature_pyramid.cc,55,1900-10-08 23:47:08.744338,166,7534,Found 166 invalid patches (7534 valid)
feature_pyramid.cc,55,1900-10-08 23:47:13.142416,83,7617,Found 83 invalid patches (7617 valid)
feature_pyramid.cc,55,1900-10-08 23:47:17.486413,98,7602,Found 98 invalid patches (7602 valid)
feature_pyramid.cc,55,1900-10-08 23:47:21.856111,2473,5227,Found 2473 invalid patches (5227 valid)
feature_pyramid.cc,55,1900-10-08 23:47:25.482483,2129,5571,Found 2129 invalid patches (5571 valid)
feature_pyramid.cc,55,1900-10-08 23:47:30.747205,91,7609,Found 91 invalid patches (7609 valid)
feature_pyramid.cc,55,1900-10-08 23:47:33.838888,1105,6595,Found 1105 invalid patches (6595 valid)
feature_pyramid.cc,55,1900-10-08 23:47:36.474266,41,7659,Found 41 invalid patches (7659 valid)
feature_pyramid.cc,55,1900-10-08 23:47:40.493726,1332,6368,Found 1332 invalid patches (6368 valid)
feature_pyramid.cc,55,1900-10-08 23:47:43.554527,5723,1977,Found 5723 invalid patches (1977 valid)
feature_pyramid.cc,55,1900-10-08 23:47:46.025751,4064,3636,Found 4064 invalid patches (3636 valid)
feature_pyramid.cc,55,1900-10-08 23:47:48.059494,6399,1301,Found 6399 invalid patches (1301 valid)
feature_pyramid.cc,55,1900-10-08 23:48:19.291352,71,7629,Found 71 invalid patches (7629 valid)
feature_pyramid.cc,55,1900-10-08 23:48:22.050359,7564,136,Found 7564 invalid patches (136 valid)
feature_pyramid.cc,55,1900-10-08 23:48:23.589681,2333,5367,Found 2333 invalid patches (5367 valid)
feature_pyramid.cc,55,1900-10-08 23:48:26.043716,26,7674,Found 26 invalid patches (7674 valid)
feature_pyramid.cc,55,1900-10-08 23:48:29.691622,1088,6612,Found 1088 invalid patches (6612 valid)
feature_pyramid.cc,55,1900-10-08 23:48:32.377614,848,6852,Found 848 invalid patches (6852 valid)
feature_pyramid.cc,55,1900-10-08 23:48:35.669704,0,7700,Found 0 invalid patches (7700 valid)
feature_pyramid.cc,55,1900-10-08 23:48:39.504811,0,7700,Found 0 invalid patches (7700 valid)
feature_pyramid.cc,55,1900-10-08 23:48:44.120563,4024,3676,Found 4024 invalid patches (3676 valid)
feature_pyramid.cc,55,1900-10-08 23:48:46.539027,923,6777,Found 923 invalid patches (6777 valid)
feature_pyramid.cc,55,1900-10-08 23:48:50.558699,0,7700,Found 0 invalid patches (7700 valid)
feature_pyramid.cc,55,1900-10-08 23:48:54.414641,0,7700,Found 0 invalid patches (7700 valid)
feature_pyramid.cc,55,1900-10-08 23:48:58.624102,703,6997,Found 703 invalid patches (6997 valid)
feature_pyramid.cc,55,1900-10-08 23:49:02.903198,0,7700,Found 0 invalid patches (7700 valid)
feature_pyramid.cc,55,1900-10-08 23:49:06.009295,95,7605,Found 95 invalid patches (7605 valid)
feature_pyramid.cc,55,1900-10-08 23:49:08.423024,20,7680,Found 20 invalid patches (7680 valid)
feature_pyramid.cc,55,1900-10-08 23:49:11.355552,942,6758,Found 942 invalid patches (6758 valid)
feature_pyramid.cc,55,1900-10-08 23:49:15.683384,678,7022,Found 678 invalid patches (7022 valid)
feature_pyramid.cc,55,1900-10-08 23:49:18.243547,696,7004,Found 696 invalid patches (7004 valid)
feature_pyramid.cc,55,1900-10-08 23:49:21.134274,413,7287,Found 413 invalid patches (7287 valid)
feature_pyramid.cc,55,1900-10-08 23:49:25.543341,98,7602,Found 98 invalid patches (7602 valid)
feature_pyramid.cc,55,1900-10-08 23:49:28.571966,0,7700,Found 0 invalid patches (7700 valid)
feature_pyramid.cc,55,1900-10-08 23:49:31.902880,0,7700,Found 0 invalid patches (7700 valid)
feature_pyramid.cc,55,1900-10-08 23:49:35.960933,1199,6501,Found 1199 invalid patches (6501 valid)
feature_pyramid.cc,55,1900-10-08 23:49:59.044648,933,6767,Found 933 invalid patches (6767 valid)
feature_pyramid.cc,55,1900-10-08 23:50:03.214709,3,7697,Found 3 invalid patches (7697 valid)
feature_pyramid.cc,55,1900-10-08 23:50:06.238656,114,7586,Found 114 invalid patches (7586 valid)
feature_pyramid.cc,55,1900-10-08 23:50:09.102563,147,7553,Found 147 invalid patches (7553 valid)
